כתובת,"מ""ר",תאריך עסקה,מחיר,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,שנת בנייה,"מחיר למ""ר",קומות במבנה
אמציהו המלך 3,122,22/02/2024,"2,440,000 ₪",10751-14-23,דירה בבית קומות,5,חמישית,1970,"20,000 ₪",3
אמציהו המלך 4,126,22/02/2024,"2,930,000 ₪",10751-18-48,דירה בבית קומות,5,עשרים וארבע,2023,"23,254 ₪",1
אמציהו המלך 4,98,21/02/2024,"2,126,000 ₪",10751-18-49,דירה בבית קומות,4,שלוש עשרה,2023,"21,694 ₪",1
אמציהו המלך 4,126,15/02/2024,"2,783,000 ₪",10751-18-52,דירה בבית קומות,5,שמונה עשרה,2024,"22,087 ₪",1
אמציהו המלך 4,126,14/02/2024,"2,783,200 ₪",10751-18-1,לא ידוע,5,תשע עשרה,0,"22,089 ₪",1
רבי יהודה הנשיא 2,81.66,13/02/2024,"1,500,000 ₪",10750-68-48,דירה בבית קומות,4,ראשונה,1996,"18,369 ₪",3
רבי יהודה הנשיא 8,73.93,11/02/2024,"1,440,000 ₪",10750-66-73,דירה בבית קומות,3,קומה 12,1997,"19,478 ₪",14
אמציהו המלך 1,100,08/02/2024,"1,810,000 ₪",10751-15-8,דירה בבית קומות,4,שניה,2021,"18,100 ₪",0
אמציהו המלך 7,132,01/02/2024,"2,650,000 ₪",10751-13-99,דירה בבית קומות,5,ארבע עשרה,2024,"20,076 ₪",0
אמציהו המלך 8,122,31/01/2024,"2,530,000 ₪",10751-17-24,דירה בבית קומות,5,שישית,2023,"20,738 ₪",1
שלמה המלך 36,132,24/01/2024,"2,800,000 ₪",10751-15-7,דירה בבית קומות,5,חמש עשרה,2023,"21,212 ₪",0
אמציהו המלך 8,122,18/01/2024,"2,524,000 ₪",10751-17-26,דירה בבית קומות,5,רביעית,2023,"20,689 ₪",1
אמציהו המלך 8,122,15/01/2024,"2,563,000 ₪",10751-17-28,דירה בבית קומות,5,עשרים,2023,"21,008 ₪",1
דוד המלך 27,34.5,08/01/2024,"818,100 ₪",10743-181-8,דירה בבית קומות,3,ראשונה,1950,"23,713 ₪",2
רבי יהודה הנשיא 4,126.82,01/01/2024,"1,780,000 ₪",10750-68-36,דירה בבית קומות,5,"רביעית, עליית גג",1995,"14,036 ₪",4
אמציהו המלך 8,122,28/12/2023,"2,548,000 ₪",10751-17-30,דירה בבית קומות,5,עשרים ואחת,2023,"20,885 ₪",1
אסא המלך 2,47,27/12/2023,"1,330,000 ₪",10743-89-5,דירה בבית קומות,3,ראשונה,1960,"28,298 ₪",2
אמציהו המלך 3,122,26/12/2023,"2,624,000 ₪",10751-14-24,דירה בבית קומות,5,שש עשרה,1970,"21,508 ₪",3
אמציהו המלך 8,83,25/12/2023,"1,985,000 ₪",10751-17-33,דירה בבית קומות,4,שמונה עשרה,2023,"23,916 ₪",1
אמציהו המלך 8,122,21/12/2023,"2,460,000 ₪",10751-17-34,דירה בבית קומות,5,שישית,2023,"20,164 ₪",1
אמציהו המלך 8,122,19/12/2023,"2,545,000 ₪",10751-17-35,דירה בבית קומות,5,שלוש עשרה,2023,"20,861 ₪",1
אמציהו המלך 3,132,14/12/2023,"2,680,000 ₪",10751-14-27,דירה בבית קומות,5,שלישית,1970,"20,303 ₪",3
אמציהו המלך 3,122,12/12/2023,"2,560,000 ₪",10751-14-28,דירה בבית קומות,5,ארבע עשרה,1970,"20,984 ₪",3
רבי יהודה הנשיא 2,77.82,10/12/2023,"1,300,000 ₪",10750-68-64,דירה בבית קומות,4,שניה,1996,"16,705 ₪",3
אמציהו המלך 8,83,06/12/2023,"1,979,000 ₪",10751-17-36,דירה בבית קומות,4,שלוש עשרה,2023,"23,843 ₪",1
עוזיהו המלך 10,41.5,30/11/2023,"1,100,000 ₪",10743-115-16,דירה בבית קומות,3,שלישית,1970,"26,829 ₪",3
עוזיהו המלך 10,41.5,2008-07-06,"200,000 ₪",10743-115-16,דירה בבית קומות,3,שלישית,1970,"26,829 ₪",3
אסתר המלכה 31,42.9,29/11/2023,"1,150,000 ₪",10751-55-2,דירה בבית קומות,3,ראשונה,1960,"27,381 ₪",4
אסתר המלכה 31,42.9,21/10/2015,"500,000 ₪",10751-55-2,דירה בבית קומות,3,ראשונה,1960,"27,381 ₪",4
חזקיהו המלך 11,67.5,31/10/2023,"1,090,000 ₪",10743-195-9,דירה בבית קומות,3,שלישית,1970,"16,148 ₪",4
אמציהו המלך 8,83,30/10/2023,"2,020,000 ₪",10751-17-37,דירה בבית קומות,4,תשע עשרה,2023,"24,337 ₪",1
אמציהו המלך 1,84,17/10/2023,"1,858,500 ₪",10751-15-6,דירה בבית קומות,4,ארבע עשרה,2021,"22,125 ₪",0
אמציהו המלך 3,122,09/10/2023,"2,550,000 ₪",10751-14-29,דירה בבית קומות,5,שתים עשרה,1970,"20,902 ₪",3
שלמה המלך 14,89,06/10/2023,"136,000 ₪",10756-55-4,דירה בבית קומות,4,שניה,2023,"1,528 ₪",3
אמציהו המלך 8,83,04/10/2023,"2,000,000 ₪",10751-17-40,דירה בבית קומות,4,תשע עשרה,2023,"24,096 ₪",1
אמציהו המלך 8,83,28/09/2023,"1,890,000 ₪",10751-17-41,דירה בבית קומות,4,אחת עשרה,2023,"22,771 ₪",1
אמציהו המלך 8,94,27/09/2023,"1,860,000 ₪",10751-17-42,דירה בבית קומות,4,לא ידוע,2023,"19,787 ₪",1
אמציהו המלך 8,83,26/09/2023,"1,846,000 ₪",10751-17-43,דירה בבית קומות,4,חמישית,2023,"22,241 ₪",1
אמציהו המלך 3,122,21/09/2023,"2,625,000 ₪",10751-14-30,דירה בבית קומות,5,חמש עשרה,1970,"21,516 ₪",3
אמציהו המלך 8,83,18/09/2023,"1,978,000 ₪",10751-17-44,דירה בבית קומות,4,שש עשרה,2023,"23,831 ₪",1
אמציהו המלך 8,122,13/09/2023,"2,525,000 ₪",10751-17-45,דירה בבית קומות,5,ראשונה,2023,"20,697 ₪",1
יהושפט המלך 14,34.5,11/09/2023,"971,000 ₪",10743-132-1,דירה בבית קומות,3,ראשונה,1970,"28,145 ₪",2
יהושפט המלך 12,34.5,11/09/2023,"971,000 ₪",10743-133-2,דירה בבית קומות,3,ראשונה,1970,"28,145 ₪",2
יהושפט המלך 14,34.5,11/09/2023,"1,043,000 ₪",10743-132-2,דירה בבית קומות,3,ראשונה,1970,"30,676 ₪",2
יהושפט המלך 14,34.5,16/05/2019,"770,000 ₪",10743-132-2,דירה בבית קומות,3,ראשונה,1970,"30,676 ₪",2
יהושפט המלך 14,34.5,05/01/2015,"585,000 ₪",10743-132-2,דירה בבית קומות,3,ראשונה,1970,"30,676 ₪",2
יהושפט המלך 14,34.5,05/07/2010,"269,000 ₪",10743-132-2,דירה בבית קומות,3,ראשונה,1970,"30,676 ₪",2
דוד המלך 22,22,10/09/2023,"445,000 ₪",10743-112-7,דירה בבית קומות,1,קרקע,1950,"20,227 ₪",3
אמציהו המלך 8,122,07/09/2023,"2,800,000 ₪",10751-17-47,דירה בבית קומות,5,שלישית,2023,"22,951 ₪",1
אמציהו המלך 8,122,27/08/2023,"2,396,000 ₪",10751-17-51,דירה בבית קומות,5,שניה,2023,"19,639 ₪",1
אמציהו המלך 1,127,14/08/2023,"2,600,000 ₪",10751-15-9,דירה בבית קומות,5,תשע עשרה,2023,"20,472 ₪",0
רבי יהודה הנשיא 4,67.1,07/08/2023,"1,320,000 ₪",10750-68-24,דירה בבית קומות,3,שניה,1995,"19,672 ₪",4
אמציהו המלך 3,122,03/08/2023,"2,399,000 ₪",10751-14-31,דירה בבית קומות,5,שביעית,1970,"19,664 ₪",3
דוד המלך 3,56,02/08/2023,"1,170,000 ₪",10743-101-5,דירה בבית קומות,3,שלישית,1970,"20,893 ₪",4
דוד המלך 24,41.5,31/07/2023,"430,000 ₪",10743-111-10,דירה בבית קומות,3,שניה,1960,"10,488 ₪",3
דוד המלך 24,41.5,24/11/2022,"830,000 ₪",10743-111-10,דירה בבית קומות,3,שניה,1960,"10,488 ₪",3
